8.388052385085 0.3109637081286 0.2939730601562   -1.585826724093e-05 0.002368793321464   3.166395050851 7.359150095671   0.3843261328695 0.4287149244443   
8.450884238157 0.3136357739014 0.2955208198145   -0.0001126153092956 0.00233868600138   2.789594232421 6.719495475141   0.3884520116302 0.4190295261105   
8.513716091228 0.3167221819136 0.2965506459461   -0.0002075848199743 0.002302341411626   2.450049958709 6.048345218487   0.392921932415 0.4093386684937   
8.5765479443 0.3202618855495 0.2970739078971   -0.000300198230673 0.00226035006868   2.14927418666 5.350528250752   0.3977256882634 0.3996725074467   
8.639379797372 0.3242889485492 0.2971086031283   -0.0003899812150675 0.002213320109097   1.888164714164 4.630856917483   0.4028503048184 0.3900575896942   
8.702211650444 0.3288317441397 0.2966781767321   -0.0004765478248575 0.002161863782047   1.667051997383 3.894042707548   0.4082807532328 0.3805169141353   
8.765043503516 0.3339124546047 0.2958103168424   -0.000559593349949 0.002106586211491   1.485754689973 3.144627187533   0.4140005678074 0.3710700826768   
8.827875356587 0.3395468366235 0.2945357851598   -0.0006388864395966 0.00204807635012   1.343640207437 2.386927754752   0.4199923664143 0.3617335131944   
8.890707209659 0.3457442165518 0.2928873255484   -0.0007142609337848 0.001986899947835   1.239687296703 1.624997227951   0.4262382788421 0.3525206906326   
8.953539062731 0.3525076720158 0.2908986812421   -0.0007856077414424 0.001923594317866   1.172548156039 0.8625958812212   0.4327202903451 0.3434424375235   
9.016370915803 0.3598343609852 0.2886037380272   -0.0008528670211103 0.001858664653256   1.140608288734 0.1031743508921   0.4394205106314 0.3345071891613   
9.079202768875 0.3677159582675 0.2860358019757   -0.0009160208300068 0.001792581651455   1.142042764728 -0.6501342633346   0.4463213788184 0.3257212628773   
9.142034621946 0.376139166096 0.2832270116105   -0.0009750863530723 0.00172578021546   1.174868017539 -1.394514675874   0.4534058143054 0.3170891144079   
9.204866475018 0.3850862694771 0.2802078790421   -0.001030109766834 0.001658659019667   1.236988681745 -2.12746359614   0.4606573237261 0.3086135766747   
9.26769832809 0.3945357107125 0.2770069507795   -0.001081160754948 0.00159158075748   1.326239234884 -2.846779172429   0.4680600722688 0.3002960787297   
9.330530181162 0.4044626643703 0.2736505759351   -0.001128327668416 0.001524872910566   1.440420450636 -3.550546886838   0.4755989270429 0.2921368439625   
9.393362034233 0.4148395970088 0.2701627685855   -0.001171713301367 0.001458828907085   1.577330816632 -4.237122940809   0.4832594788868 0.2841350677787   
9.456193887305 0.4256368001136 0.2665651505644   -0.00121143124231 0.001393709559704   1.734793179663 -4.905116001074   0.4910280478466 0.2762890757154   
9.519025740377 0.436822888541 0.2628769609737   -0.001247602756927 0.001329744695363   1.910676943054 -5.553368000026   0.4988916760941 0.2685964634321   
